OBJECTID,Region,LANSLU,Soil_Subgroup,Shape_Area,Shape_Length,Primary_Soil_Classification,Primary_Soil_Value,Secondary_Soil_Classification,Secondary_Soil_Value,Tertiary_Soil_Classification,Tertiary_Soil_Value,Total_Soil_Classifications_Count,Total_Soil_Classification_Value
25260,THE DC OF KAROONDA EAST MURRAY,KUNHqA,A4,4.46E-05,0.025851814,A4,35,C1,29.25,D2,22.75,4,100
25261,THE DC OF LOXTON WAIKERIE,HALHqA,C1,0.000440444,0.226229067,C1,55,D3,20,G2,15,4,100
25262,MID MURRAY COUNCIL,BORAnD,L1,3.50E-05,0.042221534,L1,80,K4,20,None,0,2,100
25263,THE DC OF KAROONDA EAST MURRAY,KUNUMI,H2,0.000216448,0.13004053,H2,45,A4,35.75,G1,11,4,100
25267,MID MURRAY COUNCIL,PUNGQC,H2,0.00194408,0.257131081,H2,40,A4,20,D2,20,6,100
25269,THE DC OF LOXTON WAIKERIE,MINQOB,B2,6.00E-05,0.038261398,B2,41.25,A4,33.75,H2,25,3,100
25273,THE DC OF LOXTON WAIKERIE,HALUNF,H2,7.15E-05,0.070808977,H2,65,C1,12.25,G2,10.5,5,100
25274,THE DC OF LOXTON WAIKERIE,HALUNF,H2,5.05E-05,0.03203511,H2,65,C1,12.25,G2,10.5,5,100
25275,THE DC OF KAROONDA EAST MURRAY,HALOAE,H3,9.79E-06,0.01273533,H3,75,G2,25,None,0,2,100
25278,THE DC OF KAROONDA EAST MURRAY,BANRCA,B3,0.00018084,0.108607175,B3,80,B2,20,None,0,2,100
25280,MID MURRAY COUNCIL,SAUSSH,A4,9.21E-05,0.060110036,A4,80,B8,20,None,0,2,100
25281,THE DC OF LOXTON WAIKERIE,HALUNK,H2,0.000158085,0.055065803,H2,55,C1,15.75,G2,13.5,5,100
25283,MID MURRAY COUNCIL,REEJUJ,D2,8.48E-05,0.073332945,D2,55,C3,20,M4,15,4,100
25284,THE DC OF LOXTON WAIKERIE,HALQOZ,B2,0.000109105,0.07016217,B2,41.25,B3,33.75,H2,25,3,100
25285,MID MURRAY COUNCIL,LMVSEC,A4,3.69E-05,0.027534202,A4,45,G1,35,H2,20,3,100
25287,MID MURRAY COUNCIL,BURQMB,B2,0.000272695,0.132492707,B2,65,B3,20,A4,15,3,100
25293,THE DC OF KAROONDA EAST MURRAY,HALHqA,C1,0.000108144,0.065398823,C1,55,D3,20,G2,15,4,100
25295,THE DC OF LOXTON WAIKERIE,MINQOB,B2,0.000493045,0.156619379,B2,41.25,A4,33.75,H2,25,3,100
25296,THE DC OF LOXTON WAIKERIE,MINQOB,B2,6.62E-05,0.045464691,B2,41.25,A4,33.75,H2,25,3,100
25301,MID MURRAY COUNCIL,BLTQMB,B2,0.000119218,0.042028412,B2,55,A4,45,None,0,2,100
25302,MID MURRAY COUNCIL,BANRCE,B3,8.43E-05,0.046618682,B3,80,B2,20,None,0,2,100
25304,THE DC OF KAROONDA EAST MURRAY,KUNHkA,C1,2.26E-05,0.018888837,C1,45,D2,35,G1,20,3,100
25306,THE DC OF KAROONDA EAST MURRAY,KUNHqA,A4,0.000197206,0.091260022,A4,35,C1,29.25,D2,22.75,4,100
25308,MID MURRAY COUNCIL,LMVA-l,RR,8.28E-05,0.081876198,RR,100,None,0,None,0,1,100
25314,THE DC OF LOXTON WAIKERIE,HALQOZ,B2,0.000350742,0.220486209,B2,41.25,B3,33.75,H2,25,3,100
25317,THE DC OF KAROONDA EAST MURRAY,BANRBA,B3,0.000580315,0.206755705,B3,60,H2,25,B2,15,3,100
25320,MID MURRAY COUNCIL,RATAgu,L1,0.000164186,0.059221433,L1,100,None,0,None,0,1,100
25321,THE DC OF LOXTON WAIKERIE,WABUMF,H2,0.000253856,0.118394496,H2,42.25,G3,13,A4,12.25,7,100
25322,MID MURRAY COUNCIL,TUNCQD,K4,0.000293073,0.117765277,K4,35,L1,30,K5,20,4,100
25324,MID MURRAY COUNCIL,MPLCOD,K4,2.77E-05,0.024089978,K4,35,K5,30,L1,20,4,100
25327,MID MURRAY COUNCIL,TUNAgu,L1,4.20E-05,0.044675327,L1,100,None,0,None,0,1,100
25331,MID MURRAY COUNCIL,APAHHB,D2,7.07E-05,0.038306946,D2,35.75,A4,35,C1,29.25,3,100
25333,THE DC OF KAROONDA EAST MURRAY,KUNUMJ,H2,0.001142101,0.315175308,H2,45,A4,35.75,G1,11,4,100
25335,MID MURRAY COUNCIL,TUNLUe,F2,7.33E-05,0.080548689,F2,45,M1,35,G3,20,3,100
25336,MID MURRAY COUNCIL,APAHHB,D2,0.000906935,0.196124108,D2,35.75,A4,35,C1,29.25,3,100
25337,MID MURRAY COUNCIL,PUNULf,H2,0.000160611,0.059109801,H2,45,G1,19.25,A4,16.5,5,100
25338,MID MURRAY COUNCIL,REEEFC,A2,1.90E-05,0.01998809,A2,65,C2,20,L1,15,3,100
25340,THE DC OF LOXTON WAIKERIE,HALHqA,C1,0.000140736,0.070518962,C1,55,D3,20,G2,15,4,100
25343,THE DC OF KAROONDA EAST MURRAY,WABSfA,A4,9.03E-05,0.075258142,A4,26.25,H2,25,B2,22.5,6,100
25347,THE DC OF LOXTON WAIKERIE,WABQJA,B2,8.71E-05,0.051379767,B2,100,None,0,None,0,1,100
25352,THE DC OF LOXTON WAIKERIE,WABQJA,B2,3.89E-05,0.028979161,B2,100,None,0,None,0,1,100
25354,THE DC OF KAROONDA EAST MURRAY,BANUUJ,B2,9.04E-05,0.048816499,B2,55,H2,45,None,0,2,100
25355,MID MURRAY COUNCIL,NAHQHA,B2,0.000128468,0.047610692,B2,100,None,0,None,0,1,100
25357,MID MURRAY COUNCIL,STNSWE,A4,3.59E-05,0.032299489,A4,35,D2,30,B2,20,4,100
25360,THE DC OF LOXTON WAIKERIE,WABHgE,G1,5.66E-05,0.047410227,G1,35,B3,30,A4,20,4,100
25361,THE DC OF LOXTON WAIKERIE,WABSdA,A4,3.88E-05,0.033413447,A4,35,B2,30,B3,15,5,100
25363,MID MURRAY COUNCIL,LMVSXD,G1,7.93E-05,0.045446349,G1,37.5,A4,33.75,H2,28.75,3,100
25366,THE DC OF KAROONDA EAST MURRAY,WABSfA,A4,0.000121669,0.07857807,A4,26.25,H2,25,B2,22.5,6,100
25368,MID MURRAY COUNCIL,RATAgv,L1,0.000103265,0.061507377,L1,100,None,0,None,0,1,100
25370,THE DC OF LOXTON WAIKERIE,WABUMF,H2,3.39E-05,0.036641127,H2,42.25,G3,13,A4,12.25,7,100
25371,THE DC OF KAROONDA EAST MURRAY,WABSdA,A4,7.62E-05,0.062730091,A4,35,B2,30,B3,15,5,100
25372,MID MURRAY COUNCIL,BLTQHA,B2,0.002127606,0.359303134,B2,100,None,0,None,0,1,100
25373,THE DC OF KAROONDA EAST MURRAY,KUNUMG,H2,0.001035281,0.320463944,H2,65,A4,22.75,G1,7,4,100
25375,MID MURRAY COUNCIL,TUNLVe,M1,2.99E-05,0.03876123,M1,45,F2,35,G3,20,3,100
25384,THE DC OF LOXTON WAIKERIE,MINUNF,H2,0.000251367,0.130899421,H2,65,G2,19.25,C1,7,5,100
25386,MID MURRAY COUNCIL,BLTQMB,B2,0.000225249,0.084630223,B2,55,A4,45,None,0,2,100
25387,THE DC OF LOXTON WAIKERIE,KEKOAE,H3,0.000461188,0.167108868,H3,60,H2,15,G2,11.25,5,100
25390,THE DC OF LOXTON WAIKERIE,MINUNE,H2,0.00020109,0.124446781,H2,65,G2,19.25,C1,7,5,100
25393,MID MURRAY COUNCIL,TUNAnC,L1,5.94E-05,0.0545597,L1,55,K5,20,K3,15,4,100
25394,THE DC OF LOXTON WAIKERIE,HALUNF,H2,4.71E-05,0.038406202,H2,65,C1,12.25,G2,10.5,5,100
25396,MID MURRAY COUNCIL,RIDUUK,H2,2.05E-05,0.019923554,H2,55,B2,45,None,0,2,100
25398,THE DC OF LOXTON WAIKERIE,HALUNF,H2,2.49E-05,0.023219882,H2,65,C1,12.25,G2,10.5,5,100
25399,THE DC OF LOXTON WAIKERIE,HALUNK,H2,2.95E-05,0.030298661,H2,55,C1,15.75,G2,13.5,5,100
25400,THE DC OF LOXTON WAIKERIE,HALUNK,H2,4.21E-05,0.036851083,H2,55,C1,15.75,G2,13.5,5,100
25401,THE DC OF LOXTON WAIKERIE,MINGtA,G2,5.23E-05,0.029941101,G2,41.25,H2,25,G1,15,5,100
25404,MID MURRAY COUNCIL,LMVSXC,G1,4.85E-05,0.035192776,G1,37.5,A4,33.75,H2,28.75,3,100
25405,THE DC OF KAROONDA EAST MURRAY,KUNHkA,C1,8.24E-05,0.039540017,C1,45,D2,35,G1,20,3,100
25408,THE DC OF KAROONDA EAST MURRAY,HALUNK,H2,1.05E-05,0.014757419,H2,55,C1,15.75,G2,13.5,5,100
25411,THE DC OF LOXTON WAIKERIE,HALUNK,H2,7.64E-05,0.035109116,H2,55,C1,15.75,G2,13.5,5,100
25412,THE DC OF LOXTON WAIKERIE,HALHqA,C1,0.00022106,0.070694967,C1,55,D3,20,G2,15,4,100
25413,THE DC OF KAROONDA EAST MURRAY,BANUUJ,B2,0.000135394,0.088618512,B2,55,H2,45,None,0,2,100
25414,THE DC OF LOXTON WAIKERIE,HALQJZ,B2,0.000153839,0.061328276,B2,55,B3,45,None,0,2,100
25415,THE DC OF KAROONDA EAST MURRAY,BANUMF,H2,5.83E-05,0.044182636,H2,65,B3,14,A4,10.535,4,100
25416,THE DC OF KAROONDA EAST MURRAY,BANUMf,H2,4.06E-05,0.031099723,H2,45,B3,22,A4,16.555,4,100
25419,THE DC OF KAROONDA EAST MURRAY,HALQOZ,B2,2.82E-05,0.026913926,B2,41.25,B3,33.75,H2,25,3,100
25421,THE DC OF LOXTON WAIKERIE,MINHtA,D3,5.64E-05,0.038593815,D3,35,C1,30,G2,15,5,100
25425,THE DC OF KAROONDA EAST MURRAY,KUNHqA,A4,0.000115234,0.076501573,A4,35,C1,29.25,D2,22.75,4,100
25428,THE DC OF KAROONDA EAST MURRAY,WABSdA,A4,0.000215043,0.10329546,A4,35,B2,30,B3,15,5,100
25429,THE DC OF LOXTON WAIKERIE,WABSfB,A4,0.000241691,0.1078325,A4,26.25,H2,25,B2,22.5,6,100
25433,THE DC OF KAROONDA EAST MURRAY,BANUUJ,B2,0.001347562,0.331343482,B2,55,H2,45,None,0,2,100
25435,THE DC OF KAROONDA EAST MURRAY,WABHgE,G1,3.98E-05,0.025903123,G1,35,B3,30,A4,20,4,100
25436,MID MURRAY COUNCIL,SAUXHJ,M1,0.000209973,0.117015594,M1,60,H2,25,A3,15,3,100
25437,MID MURRAY COUNCIL,TUNCQD,K4,0.000134444,0.052014889,K4,35,L1,30,K5,20,4,100
25438,THE DC OF KAROONDA EAST MURRAY,WABSfA,A4,0.000145891,0.075706168,A4,26.25,H2,25,B2,22.5,6,100
25439,THE DC OF KAROONDA EAST MURRAY,WABUMF,H2,2.27E-05,0.021230049,H2,42.25,G3,13,A4,12.25,7,100
25441,THE DC OF KAROONDA EAST MURRAY,WABSdA,A4,5.45E-05,0.039865735,A4,35,B2,30,B3,15,5,100
25442,MID MURRAY COUNCIL,BANQJZ,B2,1.14E-05,0.016110177,B2,100,None,0,None,0,1,100
25446,MID MURRAY COUNCIL,NOBGCB,G3,9.81E-05,0.076606001,G3,29.75,G4,25.5,G1,17,6,100
25449,MID MURRAY COUNCIL,BANQJZ,B2,0.00030365,0.166581015,B2,100,None,0,None,0,1,100
25450,THE DC OF LOXTON WAIKERIE,HALUNK,H2,0.000387906,0.183820735,H2,55,C1,15.75,G2,13.5,5,100
25451,THE DC OF KAROONDA EAST MURRAY,WABSfA,A4,0.000280794,0.180208431,A4,26.25,H2,25,B2,22.5,6,100
25455,THE DC OF LOXTON WAIKERIE,MINUNF,H2,7.34E-05,0.044453697,H2,65,G2,19.25,C1,7,5,100
25456,THE DC OF LOXTON WAIKERIE,HALUNK,H2,0.000169221,0.067889177,H2,55,C1,15.75,G2,13.5,5,100
25458,THE DC OF KAROONDA EAST MURRAY,KUNQJZ,B2,3.28E-05,0.032645526,B2,100,None,0,None,0,1,100
25459,THE DC OF LOXTON WAIKERIE,MINUUJ,H2,6.89E-05,0.052913686,H2,45,B2,24.75,A4,19.25,4,100
25461,MID MURRAY COUNCIL,RIDUUK,H2,5.10E-05,0.030229951,H2,55,B2,45,None,0,2,100
25464,THE DC OF KAROONDA EAST MURRAY,KUNHkA,C1,2.92E-05,0.020121693,C1,45,D2,35,G1,20,3,100
25465,MID MURRAY COUNCIL,TUNAmC,K4,0.000672089,0.279729582,K4,35,L1,30,K5,20,4,100
25466,THE DC OF LOXTON WAIKERIE,HALHgE,C1,5.78E-05,0.043849743,C1,80,B2,20,None,0,2,100
25472,THE DC OF KAROONDA EAST MURRAY,MANU-D,H2,1.85E-05,0.017719355,H2,100,None,0,None,0,1,100
25473,THE DC OF LOXTON WAIKERIE,HALRFZ,B3,0.001918757,0.587925219,B3,80,B2,20,None,0,2,100
25474,THE DC OF LOXTON WAIKERIE,HALUNK,H2,5.81E-05,0.040435543,H2,55,C1,15.75,G2,13.5,5,100
25475,THE DC OF KAROONDA EAST MURRAY,HALUNI,H2,8.87E-05,0.058477309,H2,45,C1,19.25,G2,16.5,5,100
25476,THE DC OF LOXTON WAIKERIE,MINQOB,B2,9.55E-05,0.066286219,B2,41.25,A4,33.75,H2,25,3,100
25478,THE DC OF LOXTON WAIKERIE,HALQOZ,B2,0.00012863,0.051912883,B2,41.25,B3,33.75,H2,25,3,100
25480,THE DC OF KAROONDA EAST MURRAY,HALHgE,C1,5.57E-05,0.04177354,C1,80,B2,20,None,0,2,100
25481,THE DC OF KAROONDA EAST MURRAY,KUNHkA,C1,2.89E-05,0.021142593,C1,45,D2,35,G1,20,3,100
25483,MID MURRAY COUNCIL,NAHQHE,B2,2.38E-05,0.018828257,B2,100,None,0,None,0,1,100
25489,MID MURRAY COUNCIL,MANSdA,A4,6.09E-05,0.029981069,A4,75,B2,25,None,0,2,100
25495,THE DC OF LOXTON WAIKERIE,HALQJZ,B2,8.75E-05,0.059137565,B2,55,B3,45,None,0,2,100
25497,THE DC OF KAROONDA EAST MURRAY,BANRCE,B3,7.51E-05,0.03622981,B3,80,B2,20,None,0,2,100
25499,MID MURRAY COUNCIL,BURQMB,B2,3.47E-05,0.02251173,B2,65,B3,20,A4,15,3,100
25501,MID MURRAY COUNCIL,LMVSXII,A4,0.000176553,0.119203639,A4,45,G1,35,H2,20,3,100
25502,THE DC OF LOXTON WAIKERIE,WABSfB,A4,0.000242581,0.111985249,A4,26.25,H2,25,B2,22.5,6,100
25506,MID MURRAY COUNCIL,BANRCA,B3,0.000331272,0.161850243,B3,80,B2,20,None,0,2,100
25515,THE DC OF LOXTON WAIKERIE,WABUMF,H2,6.00E-05,0.048844304,H2,42.25,G3,13,A4,12.25,7,100
25516,THE DC OF KAROONDA EAST MURRAY,KUNUMG,H2,0.000137422,0.063951166,H2,65,A4,22.75,G1,7,4,100
25517,MID MURRAY COUNCIL,TUNLVO,M1,7.92E-05,0.122877029,M1,45,F2,35,G3,20,3,100
25518,THE DC OF LOXTON WAIKERIE,HALUNF,H2,9.88E-05,0.075888185,H2,65,C1,12.25,G2,10.5,5,100
25520,THE DC OF LOXTON WAIKERIE,HALQOZ,B2,0.000700549,0.253419594,B2,41.25,B3,33.75,H2,25,3,100
25524,THE DC OF KAROONDA EAST MURRAY,BANScB,A4,0.000313247,0.128619328,A4,48.75,H2,25,B2,15,4,100
25531,THE DC OF KAROONDA EAST MURRAY,WABSdA,A4,2.07E-05,0.020935329,A4,35,B2,30,B3,15,5,100
25532,THE DC OF KAROONDA EAST MURRAY,WABUMF,H2,2.06E-05,0.022524339,H2,42.25,G3,13,A4,12.25,7,100
25533,MID MURRAY COUNCIL,BANUMf,H2,0.000101923,0.05045602,H2,45,B3,22,A4,16.555,4,100
25534,THE DC OF LOXTON WAIKERIE,HALOAE,H3,4.05E-05,0.044674856,H3,75,G2,25,None,0,2,100
25535,MID MURRAY COUNCIL,SAUSGC,A4,9.89E-05,0.057561431,A4,85,H2,15,None,0,2,100
25536,MID MURRAY COUNCIL,MPLLTe,F2,1.17E-05,0.014896229,F2,35,F1,30,M1,20,4,100
25539,MID MURRAY COUNCIL,LMVXh-,WW,0.00015488,0.084452384,WW,65,N3,20,E3,9.75,5,100
25544,THE DC OF KAROONDA EAST MURRAY,BANRCE,B3,5.02E-05,0.030710652,B3,80,B2,20,None,0,2,100
25545,MID MURRAY COUNCIL,NAHSUB,A4,0.002104368,0.462237376,A4,41.25,B2,33.75,H2,25,3,100
25547,MID MURRAY COUNCIL,TUNCQD,K4,0.000134378,0.060785218,K4,35,L1,30,K5,20,4,100
25549,THE DC OF KAROONDA EAST MURRAY,BANScB,A4,0.000401079,0.193476803,A4,48.75,H2,25,B2,15,4,100
25552,THE DC OF LOXTON WAIKERIE,MINUNG,H2,8.00E-05,0.049876286,H2,65,G2,19.25,C1,7,5,100
25554,THE DC OF LOXTON WAIKERIE,HALUNK,H2,0.000253151,0.125534879,H2,55,C1,15.75,G2,13.5,5,100
25556,THE DC OF LOXTON WAIKERIE,MINUNF,H2,3.39E-05,0.048888969,H2,65,G2,19.25,C1,7,5,100
25558,MID MURRAY COUNCIL,TUNCQD,K4,0.000183151,0.0854185,K4,35,L1,30,K5,20,4,100
25560,THE DC OF LOXTON WAIKERIE,MINUNJ,H2,4.21E-05,0.032266714,H2,45,G2,30.25,C1,11,5,100
25562,THE DC OF LOXTON WAIKERIE,HALHqA,C1,0.000206509,0.097407107,C1,55,D3,20,G2,15,4,100
25563,MID MURRAY COUNCIL,BURQcB,B2,0.001415159,0.367185841,B2,41.25,H2,25,A4,15,5,100
25564,THE DC OF KAROONDA EAST MURRAY,MINUNE,H2,0.000220967,0.143087311,H2,65,G2,19.25,C1,7,5,100
25566,THE DC OF LOXTON WAIKERIE,KEKOAE,H3,0.000269684,0.094896467,H3,60,H2,15,G2,11.25,5,100
25568,MID MURRAY COUNCIL,NOBSYB,A4,0.000136688,0.07950628,A4,46.5,C1,38.5,G1,8.25,4,100
25571,THE DC OF KAROONDA EAST MURRAY,BANRCE,B3,0.000104505,0.050153177,B3,80,B2,20,None,0,2,100
25573,THE DC OF KAROONDA EAST MURRAY,WABUMJ,H2,0.000446293,0.175396722,H2,29.25,A4,19.25,B2,16.5,7,100
25577,MID MURRAY COUNCIL,COHLVE,M1,6.04E-05,0.088011662,M1,65,F1,20,F2,15,3,100
25579,THE DC OF KAROONDA EAST MURRAY,WABSdA,A4,6.43E-05,0.053184744,A4,35,B2,30,B3,15,5,100
25580,THE DC OF LOXTON WAIKERIE,WABHgE,G1,4.05E-05,0.027685503,G1,35,B3,30,A4,20,4,100
25581,THE DC OF LOXTON WAIKERIE,HALUNI,H2,5.81E-05,0.046215781,H2,45,C1,19.25,G2,16.5,5,100
25582,THE DC OF KAROONDA EAST MURRAY,KUNUMJ,H2,0.000122483,0.051921471,H2,45,A4,35.75,G1,11,4,100
25583,MID MURRAY COUNCIL,RIDQHA,B2,0.000520045,0.164111067,B2,80,A4,20,None,0,2,100
25584,MID MURRAY COUNCIL,NOBHEE,D5,7.82E-05,0.072235722,D5,80,A4,20,None,0,2,100
25585,MID MURRAY COUNCIL,TUNACB,C2,4.23E-06,0.007638705,C2,55,D1,45,None,0,2,100
25589,MID MURRAY COUNCIL,SAUSSH,A4,5.76E-05,0.035620446,A4,80,B8,20,None,0,2,100
25590,THE DC OF LOXTON WAIKERIE,WABUMF,H2,7.11E-05,0.047728412,H2,42.25,G3,13,A4,12.25,7,100
25591,MID MURRAY COUNCIL,RIDIVE,A5,0.000102174,0.066367261,A5,40,A4,30.1,D2,29.9,3,100
25592,MID MURRAY COUNCIL,RIDIVE,A5,5.55E-05,0.044635716,A5,40,A4,30.1,D2,29.9,3,100
25594,THE DC OF LOXTON WAIKERIE,MINGtA,G2,1.63E-05,0.017170314,G2,41.25,H2,25,G1,15,5,100
25595,THE DC OF LOXTON WAIKERIE,WABUMF,H2,3.36E-05,0.039364503,H2,42.25,G3,13,A4,12.25,7,100
25597,THE DC OF KAROONDA EAST MURRAY,WABUMI,H2,0.000100469,0.051153192,H2,35.75,A4,15.75,B2,13.5,7,100
25598,THE DC OF KAROONDA EAST MURRAY,HALOAE,H3,6.07E-05,0.0619103,H3,75,G2,25,None,0,2,100
25599,MID MURRAY COUNCIL,PUNQMZ,B2,5.74E-05,0.036007701,B2,100,None,0,None,0,1,100
25600,THE DC OF LOXTON WAIKERIE,KEKOAE,H3,4.46E-05,0.028714239,H3,60,H2,15,G2,11.25,5,100
25602,THE DC OF KAROONDA EAST MURRAY,BANQOZ,B2,8.51E-05,0.053518493,B2,75,H2,25,None,0,2,100
25604,THE DC OF KAROONDA EAST MURRAY,KUNUMF,H2,0.000398526,0.128772576,H2,65,A4,22.75,G1,7,4,100
25605,THE DC OF LOXTON WAIKERIE,HALUNF,H2,4.04E-05,0.042965214,H2,65,C1,12.25,G2,10.5,5,100
25608,THE DC OF LOXTON WAIKERIE,HALUNK,H2,0.000183763,0.112023394,H2,55,C1,15.75,G2,13.5,5,100
25609,THE DC OF KAROONDA EAST MURRAY,KUNUUJ,B2,0.001011778,0.339724825,B2,55,H2,45,None,0,2,100
25610,MID MURRAY COUNCIL,APAGCB,G4,6.74E-05,0.039212897,G4,80,H2,20,None,0,2,100
25611,THE DC OF LOXTON WAIKERIE,HALUNK,H2,0.000109044,0.058693306,H2,55,C1,15.75,G2,13.5,5,100
25613,THE DC OF KAROONDA EAST MURRAY,HALO-A,H3,0.000101303,0.083748387,H3,100,None,0,None,0,1,100
25614,MID MURRAY COUNCIL,RIDQHA,B2,0.000112208,0.071781029,B2,80,A4,20,None,0,2,100
25617,THE DC OF KAROONDA EAST MURRAY,HALOAE,H3,0.000509851,0.281537868,H3,75,G2,25,None,0,2,100
25621,THE DC OF KAROONDA EAST MURRAY,KUNUUJ,B2,0.000205783,0.072972476,B2,55,H2,45,None,0,2,100
25623,THE DC OF LOXTON WAIKERIE,MINUNF,H2,2.42E-05,0.034049109,H2,65,G2,19.25,C1,7,5,100
25624,THE DC OF LOXTON WAIKERIE,HALHqA,C1,0.00027815,0.106205275,C1,55,D3,20,G2,15,4,100
25625,THE DC OF LOXTON WAIKERIE,HALUNF,H2,8.47E-05,0.067807339,H2,65,C1,12.25,G2,10.5,5,100
25627,THE DC OF LOXTON WAIKERIE,MINHtA,D3,4.67E-05,0.032430392,D3,35,C1,30,G2,15,5,100
25629,THE DC OF LOXTON WAIKERIE,MINQJB,B2,0.00020677,0.089499771,B2,55,A4,45,None,0,2,100
25637,THE DC OF LOXTON WAIKERIE,WABHgE,G1,5.95E-05,0.036710668,G1,35,B3,30,A4,20,4,100
25638,THE DC OF LOXTON WAIKERIE,WABUMJ,H2,0.000155269,0.079832996,H2,29.25,A4,19.25,B2,16.5,7,100
25640,MID MURRAY COUNCIL,BANRCA,B3,7.32E-05,0.045856224,B3,80,B2,20,None,0,2,100
25641,THE DC OF LOXTON WAIKERIE,WABSdA,A4,0.000104225,0.050917713,A4,35,B2,30,B3,15,5,100
25643,MID MURRAY COUNCIL,LMVSXD,G1,8.74E-05,0.045389166,G1,37.5,A4,33.75,H2,28.75,3,100
25644,MID MURRAY COUNCIL,BANQJZ,B2,2.77E-05,0.023160919,B2,100,None,0,None,0,1,100
25645,MID MURRAY COUNCIL,TUNAnC,L1,0.003198305,0.892611756,L1,55,K5,20,K3,15,4,100
25646,THE DC OF LOXTON WAIKERIE,HALUNF,H2,6.98E-05,0.062909137,H2,65,C1,12.25,G2,10.5,5,100
25648,THE DC OF LOXTON WAIKERIE,WABUMJ,H2,0.002293859,0.826519419,H2,29.25,A4,19.25,B2,16.5,7,100
25650,THE DC OF LOXTON WAIKERIE,HALOAE,H3,0.000101991,0.05779793,H3,75,G2,25,None,0,2,100
25652,MID MURRAY COUNCIL,SAUUSG,H2,0.00017267,0.091851581,H2,75,M1,25,None,0,2,100
25654,THE DC OF KAROONDA EAST MURRAY,BANQOZ,B2,3.24E-05,0.032557334,B2,75,H2,25,None,0,2,100
25657,THE DC OF LOXTON WAIKERIE,WABUMF,H2,2.89E-05,0.041067861,H2,42.25,G3,13,A4,12.25,7,100
25659,THE DC OF LOXTON WAIKERIE,HALHqA,C1,0.000160207,0.062419345,C1,55,D3,20,G2,15,4,100
25660,THE DC OF LOXTON WAIKERIE,MINUNF,H2,0.000134295,0.075174476,H2,65,G2,19.25,C1,7,5,100
25661,THE DC OF KAROONDA EAST MURRAY,KUNSkB,A4,0.000127781,0.06147765,A4,39,H2,25,C1,15.75,5,100
25662,MID MURRAY COUNCIL,BANScG,A4,0.000998826,0.159897342,A4,55.25,B2,17,H2,15,4,100
25664,THE DC OF LOXTON WAIKERIE,HALQOZ,B2,0.000337171,0.107919286,B2,41.25,B3,33.75,H2,25,3,100
25666,THE DC OF LOXTON WAIKERIE,WABUMF,H2,6.75E-05,0.037669262,H2,42.25,G3,13,A4,12.25,7,100
25670,THE DC OF KAROONDA EAST MURRAY,BANScB,A4,0.001397046,0.540924286,A4,48.75,H2,25,B2,15,4,100
25672,THE DC OF KAROONDA EAST MURRAY,BANQJA,B2,0.000113532,0.054326251,B2,100,None,0,None,0,1,100
25673,MID MURRAY COUNCIL,REEEFI,A2,2.63E-05,0.034014816,A2,65,C2,20,L1,15,3,100
25675,MID MURRAY COUNCIL,HOHLTe,F2,7.72E-05,0.113767629,F2,35,F1,30,M1,20,4,100
25676,THE DC OF LOXTON WAIKERIE,HALQOZ,B2,6.24E-05,0.035196977,B2,41.25,B3,33.75,H2,25,3,100
25677,THE DC OF LOXTON WAIKERIE,MINGtA,G2,9.47E-05,0.055073939,G2,41.25,H2,25,G1,15,5,100
25678,MID MURRAY COUNCIL,APAHTB,D5,0.000100732,0.062044938,D5,75,H2,25,None,0,2,100
25680,MID MURRAY COUNCIL,APAJKJ,D2,0.000139449,0.1100972,D2,45,A4,35,M4,20,3,100
25682,MID MURRAY COUNCIL,TUNLVO,M1,7.68E-06,0.016195483,M1,45,F2,35,G3,20,3,100
25684,THE DC OF LOXTON WAIKERIE,HALUNK,H2,4.55E-05,0.030247639,H2,55,C1,15.75,G2,13.5,5,100
25687,MID MURRAY COUNCIL,TUNAgv,L1,4.99E-05,0.050656556,L1,100,None,0,None,0,1,100
25688,THE DC OF LOXTON WAIKERIE,HALHgE,C1,7.32E-05,0.052088784,C1,80,B2,20,None,0,2,100
25690,THE DC OF LOXTON WAIKERIE,HALQJZ,B2,0.000134396,0.070921948,B2,55,B3,45,None,0,2,100
25691,THE DC OF LOXTON WAIKERIE,MINGtA,G2,8.78E-05,0.054234001,G2,41.25,H2,25,G1,15,5,100
25693,THE DC OF LOXTON WAIKERIE,MINUNJ,H2,5.23E-05,0.04222388,H2,45,G2,30.25,C1,11,5,100
25694,THE DC OF LOXTON WAIKERIE,MINQOB,B2,0.000130228,0.08082967,B2,41.25,A4,33.75,H2,25,3,100
25695,THE DC OF KAROONDA EAST MURRAY,MANU-D,H2,1.74E-05,0.0189928,H2,100,None,0,None,0,1,100
25696,THE DC OF LOXTON WAIKERIE,MINQOB,B2,3.32E-05,0.028957047,B2,41.25,A4,33.75,H2,25,3,100
25697,MID MURRAY COUNCIL,LMVSXII,A4,0.000109379,0.064021577,A4,45,G1,35,H2,20,3,100
25698,THE DC OF KAROONDA EAST MURRAY,KUNHkA,C1,4.05E-05,0.025005382,C1,45,D2,35,G1,20,3,100
25709,MID MURRAY COUNCIL,MIDJKB,D5,0.00094371,0.306741913,D5,35,A4,30,M4,15,5,100
25710,THE DC OF LOXTON WAIKERIE,WABUMJ,H2,6.83E-05,0.041981306,H2,29.25,A4,19.25,B2,16.5,7,100
